     0.000     0.182    13.167     12868267.500     0.000     0.000  2750.000      00********
     0.000    -0.772    39.085     38604802.500     0.000     0.000  2750.000      00********
     0.000    -1.249    51.784     51473070.000     0.000     0.000  2750.000      00********
     0.000    -1.933    69.738     69925680.000     0.000     0.000  2750.000      00********
     0.000    -2.203    76.726     77209605.000     0.000     0.000  2750.000      00********
     0.000    -2.680    88.955     90077872.500     0.000     0.000  2750.000      00********
     0.000    -3.157   101.027    102946140.000     0.000     0.000  2750.000      00********
     0.000    -3.634   112.941    115814407.500     0.000     0.000  2750.000      00********
     0.000    -4.588   136.347    141550942.500     0.000     0.000  2750.000      00********
     0.000    -5.065   147.787    154419210.000     0.000     0.000  2750.000      00********
     0.000    -5.542   159.070    167287477.500     0.000     0.000  2750.000      00********
     0.000    -6.019   170.194    180155745.000     0.000     0.000  2750.000      00********
     0.000    -7.054   193.852    208077457.500     0.000     0.000  2750.000      00********
     0.000    -7.927   213.228    231628815.000     0.000     0.000  2750.000      00********
     0.000    -8.881   233.791    257365350.000     0.000     0.000  2750.000      00********
     0.000    -9.834   253.704    283074907.500     0.000     0.000  2750.000      00********
     0.000   -10.856   274.372    310645912.500     0.000     0.000  2750.000      00********
     0.000   -11.742   294.311    335417143.500     0.000     0.000  2850.000      00********
     0.000   -12.696   315.577    362089552.500     0.000     0.000  2850.000      00********
     0.000   -13.650   336.626    388761961.500     0.000     0.000  2850.000      00********
     0.000   -15.558   378.139    442106779.500     0.000     0.000  2850.000      00********
     0.000   -17.466   418.781    495451597.500     0.000     0.000  2850.000      00********
     0.000   -19.374   458.558    548796415.500     0.000     0.000  2850.000      00********
     0.000   -21.000   491.759    594256936.500     0.000     0.000  2850.000      00********
     0.000   -23.190   537.974    657634441.500     0.000     0.000  2950.000      00********
     0.000   -25.911   594.755    736378821.000     0.000     0.000  2950.000      00********
     0.000   -27.006   617.400    768067573.500     0.000     0.000  2950.000      00********
     0.000   -28.913   656.526    823255200.000     0.000     0.000  2950.000      00********
     0.000   -30.821   695.312    878471766.000     0.000     0.000  2950.000      00********
     0.000   -32.006   719.201    912765073.500     0.000     0.000  2950.000      00********
    35.000    -8.809   233.144    257392327.500     0.000     0.000  2750.000      00  109982
    35.000    -9.763   253.005    283128862.500     0.000     0.000  2750.000      00  109982
    35.000   -10.983   277.497    316041412.500     0.000     0.000  2750.000      00  109982
    35.000   -11.672   292.920    335304819.000     0.000     0.000  2850.000      00  109982
    35.000   -12.626   314.092    361977228.000     0.000     0.000  2850.000      00  109982
    35.000   -13.580   335.052    388649637.000     0.000     0.000  2850.000      00  109982
    35.000   -15.488   376.335    441994455.000     0.000     0.000  2850.000      00  109982
    35.000   -17.396   416.772    495339273.000     0.000     0.000  2850.000      00  109982
    35.000   -19.305   456.384    548712049.500     0.000     0.000  2850.000      00  109982
    35.000   -21.000   490.845    596101707.000     0.000     0.000  2850.000      00  109982
    35.000   -23.121   535.478    657482386.500     0.000     0.000  2950.000      00  109982
    35.000   -25.029   575.272    712698952.500     0.000     0.000  2950.000      00  109982
    35.000   -26.938   614.749    767944458.000     0.000     0.000  2950.000      00  109982
    35.000   -28.846   653.871    823161024.000     0.000     0.000  2950.000      00  109982
    35.000   -30.754   692.660    878377590.000     0.000     0.000  2950.000      00  109982
    35.000   -31.968   717.167    913510143.000     0.000     0.000  2950.000      00  109982
    35.000   -34.571   742.035    997796189.417     7.947     4.536  3300.264      96    8545
    35.000   -37.433   769.076   1090443855.882     7.942     4.529  3299.177      96    9150
    35.000   -40.295   795.996   1183075708.317     7.940     4.522  3298.775      96   10055
    35.000   -43.158   822.791   1275732163.236     7.952     4.521  3298.922      96   10960
    35.000   -46.020   849.271   1368468095.933     7.959     4.519  3307.014      96   11565
    35.000   -48.882   875.494   1461335117.549     7.966     4.515  3307.788      96   12470
    35.000   -51.745   901.516   1554234143.081     7.956     4.505  3307.468      96   13075
    35.000   -54.607   927.337   1647099798.398     7.963     4.502  3307.585      96   13980
    35.000   -57.470   953.052   1739996874.254     7.955     4.492  3307.363      96   14585
    35.000   -60.332   978.717   1832855355.074     7.957     4.487  3307.097      96   15490
    35.000   -63.194  1004.365   1925727860.092     7.956     4.481  3308.274      96   16095
    35.000   -66.057  1030.112   2018661942.744     7.962     4.476  3308.729      96   17000
    35.000   -70.827  1073.385   2173494721.688     7.950     4.460  3308.502      96   18209
    35.000   -75.598  1117.502   2328345375.263     7.953     4.450  3307.971      96   19717
    35.000   -80.369  1163.064   2483171082.102     7.935     4.429  3307.949      96   20926
    35.000   -85.139  1210.839   2637954721.444     7.926     4.411  3307.299      96   22135
    35.000   -89.910  1262.026   2792722173.990     7.907     4.386  3305.746      96   23345
    35.000   -94.835  1320.000   2952386347.037     7.888     4.357  3303.005      96   24856
    35.000   -99.451  1329.232   3102004768.597     7.941     4.381  3306.294      99   25027
    35.000  -104.222  1338.774   3256853711.295     7.953     4.384  3310.645      99   26229
    35.000  -108.992  1348.314   3411873760.724     7.965     4.385  3314.846      99   27432
    35.000  -113.763  1357.856   3567134796.592     7.983     4.390  3319.409      99   28935
    35.000  -118.533  1367.396   3722555362.010     7.992     4.391  3323.384      99   30138
    35.000  -123.304  1376.938   3878195754.475     8.006     4.395  3327.249      99   31340
    35.000  -128.075  1386.480   4034021788.538     8.017     4.397  3331.265      99   32543
    35.000  -132.845  1396.020   4190011069.975     8.034     4.401  3335.473      99   34046
    35.000  -137.616  1401.259   4346227327.791     8.047     4.407  3339.782      99   35247
    35.000  -142.387  1403.418   4502667493.889     8.067     4.413  3344.896      99   36748
    35.000  -147.157  1405.576   4659295110.822     8.079     4.418  3349.482      99   37949
    35.000  -151.928  1407.735   4816172589.242     8.099     4.428  3354.018      99   39149
    35.000  -156.698  1409.894   4973242713.527     8.116     4.435  3358.965      99   40650
    35.000  -161.469  1412.053   5130558726.410     8.128     4.440  3363.392      99   41851
    35.000  -166.240  1414.212   5288085815.590     8.147     4.449  3367.827      99   43051
    35.000  -171.010  1416.371   5445799410.196     8.163     4.455  3372.624      99   44552
    35.000  -175.781  1418.530   5603754574.053     8.175     4.460  3376.989      99   45753
    35.000  -180.552  1420.689   5761927346.291     8.197     4.470  3381.768      99   47253
    35.000  -185.322  1422.848   5920274039.526     8.206     4.473  3386.080      99   48454
    35.000  -190.093  1425.007   6078859802.222     8.222     4.481  3390.395      99   49654
    35.000  -194.863  1427.166   6237627987.529     8.239     4.486  3395.134      99   51155
    35.000  -199.634  1429.325   6396635380.336     8.249     4.491  3399.440      99   52356
    35.000  -204.405  1431.484   6555855382.322     8.269     4.500  3404.062      99   53856
    35.000  -209.175  1433.642   6715246523.429     8.279     4.502  3408.398      99   55057
    35.000  -213.946  1435.802   6874878004.490     8.292     4.509  3412.736      99   56258
    35.000  -218.716  1437.960   7034690180.612     8.311     4.518  3417.399      99   57758
    35.000  -228.258  1442.278   7355011194.047     8.336     4.528  3426.395      99   60459
    35.000  -237.799  1446.596   7676142713.935     8.359     4.537  3435.477      99   63161
    35.000  -247.340  1450.914   7998125856.727     8.388     4.549  3444.618      99   65862
    35.000  -256.881  1455.232   8320971638.644     8.413     4.558  3453.929      99   68563
    35.000  -266.423  1459.550   8644729357.198     8.438     4.569  3463.387      99   71264
    35.000  -275.964  1463.868   8969347839.481     8.461     4.578  3473.046      99   73966
    35.000  -285.505  1468.185   9294890243.181     8.485     4.590  3483.118      99   76667
    35.000  -290.276  1470.345   9458031474.677     8.495     4.594  3488.116      99   77868
    35.000  -295.046  1472.503   9621387834.878     8.510     4.601  3493.598      99   79368
    35.000  -299.817  1474.662   9785025475.023     8.517     4.603  3498.841      99   80569
    35.000  -304.588  1476.821   9948935937.641     8.532     4.611  3505.057      99   82069
    35.000  -314.129  1481.139  10277735004.956     8.522     4.627  3520.778      99   84771
    35.000  -323.670  1485.457  10607736134.244     8.551     4.637  3530.660      99   87472
    35.000  -333.211  1489.775  10938694075.843     8.578     4.646  3541.115      99   90173
    35.000  -342.753  1494.093  11270681920.698     8.607     4.653  3551.924      99   93175
    35.000  -352.294  1498.411  11603635369.794     8.633     4.662  3562.676      99   95876
    35.000  -361.835  1502.728  11937470801.385     8.658     4.673  3570.693      99   98577
    35.000  -371.376  1507.046  12272078211.209     8.685     4.685  3579.026      99  101578
    35.000  -380.918  1511.364  12607482948.071     8.705     4.693  3587.187      99  104280
    35.000  -390.459  1515.682  12943621813.316     8.732     4.705  3595.375      99  106981
    35.000  -400.000  1520.000  13280543963.819     8.759     4.718  3603.820      99  109982
    40.000     0.258    13.124     12868267.500     0.000     0.000  2750.000      00  109982
    40.000    -0.696    38.906     38604802.500     0.000     0.000  2750.000      00  109982
    40.000    -1.173    51.563     51473070.000     0.000     0.000  2750.000      00  109982
    40.000    -1.502    60.200     60348667.500     0.000     0.000  2750.000      00  109982
    40.000    -2.127    76.409     77209605.000     0.000     0.000  2750.000      00  109982
    40.000    -2.604    88.597     90077872.500     0.000     0.000  2750.000      00  109982
    40.000    -3.082   100.654    102973117.500     0.000     0.000  2750.000      00  109982
    40.000    -3.559   112.528    115841385.000     0.000     0.000  2750.000      00  109982
    40.000    -4.513   135.809    141577920.000     0.000     0.000  2750.000      00  109982
    40.000    -4.990   147.215    154446187.500     0.000     0.000  2750.000      00  109982
    40.000    -5.467   158.465    167314455.000     0.000     0.000  2750.000      00  109982
    40.000    -5.944   169.558    180182722.500     0.000     0.000  2750.000      00  109982
    40.000    -6.898   191.277    205919257.500     0.000     0.000  2750.000      00  109982
    40.000    -7.852   212.372    231655792.500     0.000     0.000  2750.000      00  109982
    40.000    -8.806   232.843    257392327.500     0.000     0.000  2750.000      00  109982
    40.000    -9.760   252.692    283128862.500     0.000     0.000  2750.000      00  109982
    40.000   -11.001   277.583    316607940.000     0.000     0.000  2750.000      00  109982
    40.000   -11.669   292.517    335284218.000     0.000     0.000  2850.000      00  109982
    40.000   -12.623   313.665    361956627.000     0.000     0.000  2850.000      00  109982
    40.000   -13.577   334.600    388629036.000     0.000     0.000  2850.000      00  109982
    40.000   -15.485   375.835    441973854.000     0.000     0.000  2850.000      00  109982
    40.000   -17.393   416.223    495318672.000     0.000     0.000  2850.000      00  109982
    40.000   -19.302   455.787    548691448.500     0.000     0.000  2850.000      00  109982
    40.000   -21.000   490.270    596164981.500     0.000     0.000  2850.000      00  109982
    40.000   -23.118   534.787    657458842.500     0.000     0.000  2950.000      00  109982
    40.000   -25.027   574.557    712704348.000     0.000     0.000  2950.000      00  109982
    40.000   -26.935   613.971    767920914.000     0.000     0.000  2950.000      00  109982
    40.000   -28.843   653.053    823137480.000     0.000     0.000  2950.000      00  109982
    40.000   -30.751   691.805    878354046.000     0.000     0.000  2950.000      00  109982
    40.000   -31.962   716.230    913399780.500     0.000     0.000  2950.000      00  109982
    40.000   -34.568   741.127    997785924.001     7.949     4.538  3300.379      96    8544
    40.000   -37.430   768.177   1090436809.141     7.940     4.526  3299.291      96    9150
    40.000   -40.293   795.119   1183104199.629     7.941     4.523  3298.887      96   10055
    40.000   -43.155   821.921   1275732152.678     7.953     4.521  3299.084      96   10960
    40.000   -46.017   848.430   1368472351.139     7.959     4.519  3307.155      96   11565
    40.000   -48.880   874.706   1461374552.758     7.966     4.515  3307.841      96   12470
    40.000   -51.742   900.779   1554242425.816     7.957     4.505  3307.507      96   13075
    40.000   -54.605   926.689   1647142454.233     7.963     4.502  3307.683      96   13980
    40.000   -57.467   952.497   1740008975.396     7.955     4.493  3307.398      96   14585
    40.000   -60.329   978.292   1832868991.563     7.957     4.487  3307.171      96   15490
    40.000   -63.192  1004.111   1925775576.434     7.957     4.481  3308.316      96   16095
    40.000   -66.054  1030.051   2018677949.404     7.963     4.476  3308.740      96   17000
    40.000   -70.825  1073.769   2173542179.355     7.950     4.460  3308.448      96   18209
    40.000   -75.595  1118.468   2328352774.714     7.953     4.450  3307.699      96   19717
    40.000   -80.366  1164.793   2483163781.185     7.934     4.428  3307.592      96   20926
    40.000   -85.137  1213.400   2637962274.280     7.921     4.407  3306.904      96   22136
    40.000   -89.907  1264.934   2792677853.714     7.905     4.384  3305.310      96   23346
    40.000   -94.711  1320.000   2948404598.262     7.891     4.359  3302.825      96   24856
    40.000   -99.449  1329.476   3101972891.255     7.940     4.381  3306.257      99   25027
    40.000  -104.219  1339.016   3256787654.612     7.953     4.384  3310.609      99   26229
    40.000  -108.990  1348.558   3411838520.170     7.964     4.385  3314.811      99   27432
    40.000  -113.761  1358.100   3567097927.874     7.983     4.390  3319.375      99   28935
    40.000  -118.531  1367.640   3722516832.748     7.992     4.391  3323.347      99   30138
    40.000  -123.302  1377.182   3878155795.577     8.006     4.395  3327.225      99   31340
    40.000  -128.073  1386.724   4033980617.417     8.016     4.396  3331.238      99   32543
    40.000  -132.843  1396.264   4189968468.443     8.034     4.401  3335.439      99   34046
    40.000  -137.614  1401.313   4346183743.364     8.047     4.407  3339.774      99   35247
    40.000  -142.385  1403.471   4502623535.045     8.067     4.413  3344.889      99   36748
    40.000  -147.155  1405.629   4659250787.371     8.079     4.418  3349.474      99   37949
    40.000  -151.926  1407.787   4816127907.610     8.099     4.428  3354.010      99   39149
    40.000  -156.697  1409.945   4973230628.652     8.116     4.435  3358.959      99   40650
    40.000  -161.467  1412.103   5130513354.769     8.128     4.440  3363.385      99   41851
    40.000  -166.238  1414.261   5288040113.401     8.147     4.449  3367.820      99   43051
    40.000  -171.009  1416.419   5445786463.299     8.163     4.455  3372.618      99   44552
    40.000  -175.779  1418.577   5603708229.046     8.175     4.460  3376.982      99   45753
    40.000  -180.550  1420.735   5761880700.414     8.197     4.470  3381.762      99   47253
    40.000  -185.321  1422.893   5920260302.056     8.206     4.473  3386.075      99   48454
    40.000  -190.091  1425.050   6078812544.836     8.222     4.481  3390.389      99   49654
    40.000  -194.862  1427.209   6237613740.164     8.239     4.486  3395.129      99   51155
    40.000  -199.633  1429.367   6396620894.103     8.249     4.491  3399.435      99   52356
    40.000  -204.403  1431.524   6555807276.325     8.269     4.500  3404.057      99   53856
    40.000  -209.174  1433.682   6715231579.297     8.279     4.502  3408.393      99   55057
    40.000  -213.944  1435.840   6874829366.408     8.292     4.509  3412.731      99   56258
    40.000  -218.715  1437.998   7034674812.962     8.311     4.518  3417.395      99   57758
    40.000  -228.256  1442.314   7354961830.041     8.336     4.528  3426.391      99   60459
    40.000  -237.798  1446.630   7676126594.880     8.359     4.537  3435.473      99   63161
    40.000  -247.339  1450.946   7998109390.883     8.388     4.549  3444.614      99   65862
    40.000  -256.880  1455.262   8320954847.661     8.413     4.558  3453.925      99   68563
    40.000  -266.422  1459.578   8644712258.297     8.438     4.569  3463.384      99   71264
    40.000  -275.963  1463.893   8969330446.175     8.461     4.578  3473.043      99   73966
    40.000  -285.504  1468.209   9294872574.303     8.485     4.590  3483.116      99   76667
    40.000  -290.275  1470.367   9458013677.795     8.495     4.594  3488.114      99   77868
    40.000  -295.046  1472.525   9621404187.576     8.510     4.601  3493.596      99   79368
    40.000  -299.816  1474.683   9785007442.316     8.517     4.603  3498.839      99   80569
    40.000  -304.587  1476.841   9948917831.136     8.532     4.611  3505.056      99   82069
    40.000  -314.128  1481.157  10277716820.888     8.522     4.627  3520.777      99   84771
    40.000  -323.670  1485.473  10607752447.752     8.551     4.637  3530.659      99   87472
    40.000  -333.211  1489.789  10938710344.912     8.578     4.646  3541.115      99   90173
    40.000  -342.752  1494.105  11270663354.499     8.607     4.653  3551.924      99   93175
    40.000  -352.293  1498.420  11603616731.772     8.633     4.662  3562.675      99   95876
    40.000  -361.835  1502.737  11937487087.150     8.658     4.673  3570.693      99   98577
    40.000  -371.376  1507.052  12272094468.306     8.685     4.685  3579.026      99  101578
    40.000  -380.917  1511.368  12607464018.323     8.705     4.693  3587.186      99  104280
    40.000  -390.459  1515.684  12943638083.143     8.732     4.705  3595.375      99  106981
    40.000  -400.000  1520.000  13280560258.502     8.759     4.718  3603.821      99  109982
    45.000     0.256    13.128     12868267.500     0.000     0.000  2750.000      00  109982
    45.000    -0.698    38.902     38604802.500     0.000     0.000  2750.000      00  109982
    45.000    -1.175    51.550     51473070.000     0.000     0.000  2750.000      00  109982
    45.000    -1.448    58.709     58837927.500     0.000     0.000  2750.000      00  109982
    45.000    -2.129    76.348     77209605.000     0.000     0.000  2750.000      00  109982
    45.000    -2.606    88.523     90077872.500     0.000     0.000  2750.000      00  109982
    45.000    -3.084   100.565    102973117.500     0.000     0.000  2750.000      00  109982
    45.000    -3.561   112.425    115841385.000     0.000     0.000  2750.000      00  109982
    45.000    -4.515   135.674    141577920.000     0.000     0.000  2750.000      00  109982
    45.000    -4.992   147.064    154446187.500     0.000     0.000  2750.000      00  109982
    45.000    -5.469   158.298    167314455.000     0.000     0.000  2750.000      00  109982
    45.000    -5.946   169.376    180182722.500     0.000     0.000  2750.000      00  109982
    45.000    -6.900   191.065    205919257.500     0.000     0.000  2750.000      00  109982
    45.000    -7.854   212.131    231655792.500     0.000     0.000  2750.000      00  109982
    45.000    -8.808   232.574    257392327.500     0.000     0.000  2750.000      00  109982
    45.000    -9.762   252.397    283128862.500     0.000     0.000  2750.000      00  109982
    45.000   -11.019   277.569    317039580.000     0.000     0.000  2750.000      00  109982
    45.000   -11.671   292.119    335268522.000     0.000     0.000  2850.000      00  109982
    45.000   -12.625   313.231    361940931.000     0.000     0.000  2850.000      00  109982
    45.000   -13.579   334.132    388613340.000     0.000     0.000  2850.000      00  109982
    45.000   -15.487   375.300    441958158.000     0.000     0.000  2850.000      00  109982
    45.000   -17.395   415.625    495302976.000     0.000     0.000  2850.000      00  109982
    45.000   -19.304   455.129    548675752.500     0.000     0.000  2850.000      00  109982
    45.000   -21.000   489.518    596093368.500     0.000     0.000  2850.000      00  109982
    45.000   -23.120   534.010    657445108.500     0.000     0.000  2950.000      00  109982
    45.000   -25.028   573.700    712661674.500     0.000     0.000  2950.000      00  109982
    45.000   -26.937   613.078    767907180.000     0.000     0.000  2950.000      00  109982
    45.000   -28.845   652.104    823123746.000     0.000     0.000  2950.000      00  109982
    45.000   -30.753   690.801    878340312.000     0.000     0.000  2950.000      00  109982
    45.000   -31.957   715.052    913183470.000     0.000     0.000  2950.000      00  109982
    45.000   -34.570   739.993    997800092.727     7.947     4.536  3300.524      96    8544
    45.000   -37.432   767.034   1090455195.247     7.942     4.530  3299.447      96    9149
    45.000   -40.294   793.963   1183094331.200     7.938     4.521  3299.033      96   10055
    45.000   -43.157   820.770   1275759837.338     7.954     4.522  3299.307      96   10960
    45.000   -46.019   847.275   1368505903.851     7.960     4.519  3307.350      96   11565
    45.000   -48.882   873.556   1461411927.509     7.966     4.515  3307.918      96   12470
    45.000   -51.744   899.644   1554281735.693     7.957     4.505  3307.567      96   13075
    45.000   -54.606   925.569   1647152537.120     7.964     4.502  3307.852      96   13980
    45.000   -57.469   951.423   1740054851.059     7.956     4.493  3307.468      96   14585
    45.000   -60.331   977.268   1832918345.537     7.958     4.488  3307.349      96   15490
    45.000   -63.193  1003.145   1925797197.453     7.958     4.482  3308.473      96   16095
    45.000   -66.056  1029.179   2018736267.815     7.963     4.477  3308.884      96   17000
    45.000   -70.826  1073.083   2173573753.717     7.951     4.460  3308.546      96   18209
    45.000   -75.597  1118.067   2328421798.042     7.954     4.450  3307.813      96   19717
    45.000   -80.368  1164.763   2483235718.894     7.934     4.428  3307.600      96   20926
    45.000   -85.138  1213.836   2638000437.096     7.921     4.407  3306.837      96   22136
    45.000   -89.909  1265.915   2792743490.206     7.905     4.384  3305.164      96   23346
    45.000   -94.586  1320.000   2944331386.241     7.880     4.354  3302.011      96   24556
    45.000   -99.450  1329.728   3101978869.591     7.940     4.380  3306.220      99   25027
    45.000  -104.221  1339.270   3256824388.755     7.953     4.384  3310.574      99   26229
    45.000  -108.992  1348.812   3411873626.988     7.964     4.384  3314.777      99   27432
    45.000  -113.762  1358.352   3567098885.652     7.983     4.390  3319.340      99   28935
    45.000  -118.533  1367.894   3722548716.997     7.992     4.391  3323.311      99   30138
    45.000  -123.303  1377.434   3878151823.700     8.004     4.393  3327.123      99   31341
    45.000  -128.074  1386.976   4033975621.100     8.019     4.398  3331.211      99   32543
    45.000  -132.845  1396.518   4189994751.305     8.033     4.401  3335.406      99   34046
    45.000  -137.615  1401.369   4346176334.418     8.044     4.403  3339.767      99   35248
    45.000  -142.386  1403.527   4502615785.483     8.069     4.416  3344.882      99   36748
    45.000  -147.157  1405.684   4659275556.974     8.079     4.418  3349.468      99   37949
    45.000  -151.927  1407.840   4816119494.464     8.099     4.428  3354.004      99   39149
    45.000  -156.698  1409.997   4973221903.120     8.116     4.435  3358.953      99   40650
    45.000  -161.468  1412.154   5130504326.155     8.128     4.440  3363.379      99   41851
    45.000  -166.239  1414.311   5288030787.378     8.147     4.449  3367.814      99   43051
    45.000  -171.010  1416.468   5445776848.403     8.163     4.455  3372.612      99   44552
    45.000  -175.780  1418.625   5603698334.012     8.175     4.460  3376.977      99   45753
    45.000  -180.551  1420.782   5761870537.421     8.196     4.470  3381.757      99   47253
    45.000  -185.322  1422.939   5920249869.926     8.206     4.473  3386.069      99   48454
    45.000  -190.092  1425.096   6078801842.133     8.222     4.481  3390.384      99   49654
    45.000  -194.863  1427.253   6237602781.735     8.239     4.486  3395.124      99   51155
    45.000  -199.634  1429.410   6396609694.181     8.249     4.491  3399.430      99   52356
    45.000  -204.404  1431.566   6555795839.827     8.269     4.500  3404.052      99   53856
    45.000  -209.175  1433.723   6715219908.538     8.279     4.502  3408.388      99   55057
    45.000  -213.945  1435.880   6874817471.900     8.292     4.509  3412.726      99   56258
    45.000  -218.716  1438.037   7034662704.984     8.311     4.518  3417.391      99   57758
    45.000  -228.257  1442.351   7354949320.197     8.336     4.528  3426.387      99   60459
    45.000  -237.799  1446.665   7676113712.628     8.359     4.537  3435.469      99   63161
    45.000  -247.340  1450.979   7998096158.645     8.388     4.549  3444.611      99   65862
    45.000  -256.881  1455.292   8320941287.439     8.413     4.558  3453.922      99   68563
    45.000  -266.422  1459.606   8644664426.029     8.438     4.569  3463.380      99   71264
    45.000  -275.964  1463.920   8969316293.761     8.461     4.578  3473.040      99   73966
    45.000  -285.505  1468.234   9294858144.744     8.485     4.590  3483.113      99   76667
    45.000  -290.275  1470.391   9457964907.488     8.495     4.594  3488.110      99   77868
    45.000  -295.046  1472.548   9621355254.831     8.510     4.601  3493.593      99   79368
    45.000  -299.817  1474.705   9784992668.400     8.517     4.603  3498.836      99   80569
    45.000  -304.587  1476.862   9948868604.954     8.532     4.611  3505.055      99   82069
    45.000  -314.129  1481.176  10277701934.900     8.522     4.627  3520.776      99   84771
    45.000  -323.670  1485.489  10607702809.156     8.551     4.637  3530.657      99   87472
    45.000  -333.211  1489.803  10938660479.250     8.578     4.646  3541.113      99   90173
    45.000  -342.752  1494.117  11270613294.832     8.607     4.653  3551.922      99   93175
    45.000  -352.294  1498.431  11603601447.826     8.633     4.662  3562.674      99   95876
    45.000  -361.835  1502.745  11937436700.859     8.658     4.673  3570.691      99   98577
    45.000  -371.376  1507.058  12272043923.519     8.685     4.685  3579.024      99  101578
    45.000  -380.917  1511.372  12607413324.586     8.705     4.693  3587.185      99  104280
    45.000  -390.459  1515.686  12943587263.619     8.732     4.705  3595.374      99  106981
    45.000  -400.000  1520.000  13280509328.327     8.759     4.718  3603.820      99  109982
    50.000     0.275    13.012     12868267.500     0.000     0.000  2750.000      00  109982
    50.000    -0.679    38.602     38604802.500     0.000     0.000  2750.000      00  109982
    50.000    -1.394    57.412     57893715.000     0.000     0.000  2750.000      00  109982
    50.000    -1.633    63.626     64341337.500     0.000     0.000  2750.000      00  109982
    50.000    -2.111    75.926     77236582.500     0.000     0.000  2750.000      00  109982
    50.000    -2.588    88.049     90104850.000     0.000     0.000  2750.000      00  109982
    50.000    -3.065   100.021    102973117.500     0.000     0.000  2750.000      00  109982
    50.000    -3.542   111.841    115841385.000     0.000     0.000  2750.000      00  109982
    50.000    -4.496   135.024    141577920.000     0.000     0.000  2750.000      00  109982
    50.000    -4.973   146.386    154446187.500     0.000     0.000  2750.000      00  109982
    50.000    -5.450   157.594    167314455.000     0.000     0.000  2750.000      00  109982
    50.000    -5.927   168.650    180182722.500     0.000     0.000  2750.000      00  109982
    50.000    -6.881   190.299    205919257.500     0.000     0.000  2750.000      00  109982
    50.000    -7.836   211.353    231682770.000     0.000     0.000  2750.000      00  109982
    50.000    -8.790   231.768    257419305.000     0.000     0.000  2750.000      00  109982
    50.000    -9.744   251.565    283155840.000     0.000     0.000  2750.000      00  109982
    50.000   -11.037   277.414    318037747.500     0.000     0.000  2750.000      00  109982
    50.000   -11.652   291.113    335232225.000     0.000     0.000  2850.000      00  109982
    50.000   -12.606   312.190    361904634.000     0.000     0.000  2850.000      00  109982
    50.000   -13.561   333.078    388605001.500     0.000     0.000  2850.000      00  109982
    50.000   -15.469   374.180    441949819.500     0.000     0.000  2850.000      00  109982
    50.000   -17.377   414.441    495294637.500     0.000     0.000  2850.000      00  109982
    50.000   -19.286   453.882    548667414.000     0.000     0.000  2850.000      00  109982
    50.000   -21.000   488.577    596588283.000     0.000     0.000  2850.000      00  109982
    50.000   -23.102   532.614    657419112.000     0.000     0.000  2950.000      00  109982
    50.000   -25.011   572.257    712664617.500     0.000     0.000  2950.000      00  109982
    50.000   -26.919   611.547    767881183.500     0.000     0.000  2950.000      00  109982
    50.000   -28.827   650.506    823097749.500     0.000     0.000  2950.000      00  109982
    50.000   -30.736   689.158    878343255.000     0.000     0.000  2950.000      00  109982
    50.000   -31.952   713.608    913533687.000     0.000     0.000  2950.000      00  109982
    50.000   -34.552   738.384    997734414.180     7.947     4.537  3300.728      96    8544
    50.000   -37.415   765.399   1090427620.759     7.943     4.530  3299.651      96    9149
    50.000   -40.277   792.303   1183072589.558     7.943     4.524  3299.245      96   10054
    50.000   -43.140   819.083   1275745425.151     7.951     4.519  3299.618      96   10960
    50.000   -46.002   845.556   1368499896.642     7.961     4.520  3307.638      96   11565
    50.000   -48.865   871.806   1461411570.605     7.966     4.516  3308.032      96   12470
    50.000   -51.727   897.862   1554284289.932     7.957     4.506  3307.660      96   13075
    50.000   -54.590   923.758   1647192680.121     7.965     4.503  3308.125      96   13980
    50.000   -57.452   949.572   1740068048.565     7.956     4.494  3307.586      96   14585
    50.000   -60.315   975.386   1832970238.739     7.960     4.488  3307.676      96   15490
    50.000   -63.177  1001.223   1925858081.974     7.959     4.482  3308.786      96   16095
    50.000   -66.040  1027.217   2018806103.462     7.964     4.478  3309.208      96   17000
    50.000   -70.811  1071.063   2173689402.017     7.956     4.464  3308.792      96   18208
    50.000   -75.582  1115.986   2328558866.162     7.949     4.448  3308.401      96   19717
    50.000   -80.353  1162.663   2483396895.773     7.937     4.430  3308.036      96   20926
    50.000   -85.123  1211.874   2638179092.877     7.927     4.412  3307.143      96   22135
    50.000   -89.894  1264.737   2792933632.198     7.903     4.382  3305.344      96   23346
    50.000   -94.462  1320.000   2940992851.252     7.881     4.355  3302.012      96   24556
    50.000   -99.436  1329.948   3102201668.669     7.939     4.380  3306.192      99   25027
    50.000  -104.207  1339.490   3257046009.428     7.953     4.384  3310.547      99   26229
    50.000  -108.978  1349.032   3412094107.537     7.964     4.384  3314.751      99   27432
    50.000  -113.749  1358.574   3567350795.361     7.983     4.390  3319.315      99   28935
    50.000  -118.519  1368.114   3722766894.647     7.991     4.390  3323.284      99   30138
    50.000  -123.290  1377.656   3878401448.315     8.004     4.393  3327.097      99   31341
    50.000  -128.061  1387.198   4034229628.849     8.024     4.400  3331.421      99   32843
    50.000  -132.832  1396.740   4190244493.418     8.028     4.397  3335.381      99   34046
    50.000  -137.603  1401.419   4346458299.605     8.043     4.402  3339.766      99   35248
    50.000  -142.374  1403.576   4502897803.819     8.069     4.416  3344.881      99   36748
